text,star
"It's a product by LG to make money, it's cooling isiserably low, every month there is a issue and you need to spend for services/ repair after one year warranty.",1
RECEIVED DAMAGED PIECE BUT NO REPLACEMENT BY LG OR AMAZON,1
There was no air flow checked by lg & amazon technicians .....returned the product & waiting for replacement.. But they are not sure about the stock availability... It's disappointing from my side....,1
"Such an expensive product sitting packed,, while my frozen/ refrigerated food goes bad. Even after repeated reminders no one has turned up for installation in a large city like Bangalore.
Never buying LG product again!",1
"RNP240518036651
Kindly get repaired Refrigerator not working for 5 days. New side by side french door fridge compressor failed. RNP240518036651 urgent attention needed",1
"This has been our worst purchase from LG brand. It has been just about 6-8 mnths since the purchase and we have complained atleast 6 times about the issue with fridge not cooling. They even changed the compressor but issue is still the same. We were asked to move fridge ahead for it to get space behind to cool off, we also did that spending money on platform change thinking it will resolve but still the same. They sent senior engineers but no one has been able to resolve.
All they say is no fault in the Fridge and go back. The fault is with this model I suppose as they dont have a solution!
I would recommend to stay away from such a expensive liability and buy a better brand!",1
New fridge doesn't even keep the ice cream hard...it's melting.the company is saying that it I will not turn the ice cream hard... nonsense.wasted my money.,2
Stopped working before completing a year. Have been following up with LG but still not repaired nor have they replaced it 8 months after the complaint. Will now go to the consumer court.,1
"You should never buy LG refrigerators.
They have a very bad service also refrigerator stop working after 3-4years.
You should never buy this product.",1
Multi air flow is worst always loose cooling and i think samsung all around cooling is better than lg ref,1
I had bought so many tv of LG from showroom...This is my first order from online due to effective offers...so that my concern is about picture Quality and the sound quality is not good as I compare my older lg tv .. colour is not natural and Sound base is not louder... overall tv design is good features is good... performance is better...if you want a louder speaker and a good picture Quality then you will not go for this...This is my observation...,3
"The 14000 for the tv and 1000 extra for magic remote there is no bundle offer.Tv does not support Android the weight is okay ui is smooth, sound is adequate for a long room overall it's a good budget branded tv not a value for money",3
