,모델명,날짜,별점,제목,본문
101,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 25 July 2024,3.0 out of 5 stars,"Just a decent TV , nothing amazing !","I got a 55 inch TV thinking I will recieve an IPS panel, but alas I got a VA panel .. and even with a VA panel, the BLACKS aren't that good . The upscaling works very avg , the SD channel aren't even worth watching.
Connectivity is good with wifi has ample ports
The webos feels laggy even in 2024 ..not what I expect from an LG tv .so absolutely not easy to use.
Got it in a sale ,so I guess you can consider it a value for money . But without magic remote , the experience ruins it . Had to purchase a magic remote. So consider 2k more. The LG support is excellent at least in bangalore .

I use it in the bedroom . And at least for the the sound is amazing even for a 20 watt speaker. I was genuinely surprised in a good way . So all in all of you are getting this 55 inch TV under 40k.. you can consider it . Else I suggest getting another tv from a different brand . Or you can wait it out for LG UT80 series as they are significantly better having tested it myself in an offline store ."
102,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 26 July 2024,3.0 out of 5 stars,TV quality is good and installation experience is worst,"The TV quality is excellent, but the installation took 5 days. All the technicians (scheduled from Amazon) were giving different excuses and not completing the job. Finally, I called LG customer care directly in the morning, and they sent someone to install it by the evening. The fixed wall mount was free and was brought by the LG technician."
103,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 11 August 2024,3.0 out of 5 stars,Tv is good. Delivery was good.,"Play Video
I think the tv is all good for entertainment.But I deducted two star for the following:
1) RECIEVED VA PANEL
2) When I tried checking panel for bleeding using white screen… it is not uniformly white(Don’t know if that’s an issue or not) but no case of screen bleeding..luckily.

**Lg team was superb and the WALL MOUNT is free provided by LG itself."
104,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 23 July 2024,3.0 out of 5 stars,Slow Response,"While the TV was at its best, but its old model and the OS was slow to respond. And the big thing about this is magical remote, very convenient to use... but the response time of the remote to tv is very slow compared to other tvs like reconnect etc. LG should look into this matter. Rest assured it was good one for home."
105,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 23 August 2024,3.0 out of 5 stars,Very Good picture quality but laggy interface,"Very Good picture quality but laggy interface, not smooth as the other LG TVs"
106,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 7 August 2024,3.0 out of 5 stars,1 year review,"Picture quality is good.
But the operating system that is webos is very sluggish at times.
No magic remote is big disappointment.
Sound is ok and clear"
107,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 7 August 2024,3.0 out of 5 stars,Response is slow,"Web browser, and accessing cards on home is too slow sometimes it takes more than 5seconds.

Tv resolutions is good. Happy but still performance not satisfied."
108,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 16 August 2024,3.0 out of 5 stars,Magic remote,Magic remote is not included the box
109,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 24 July 2024,3.0 out of 5 stars,Delivery person asking money,"Hello,
Today I bought my lg tv from Amazon. I happy with this. But the thing is delivery boy demanding me to give tip of 200 rupees. I have given 150 rupees. I feel very bad for this."
110,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 23 August 2024,3.0 out of 5 stars,This product was not working,Play Video
111,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 26 January 2024,2.0 out of 5 stars,Defective panel and long ordeal it getting resolution,"Not happy with the purchase. What I got was probably an ips panel, because the viewing angles were good. Overall picture quality was also quite good.

But the blacks were not that deep. It's OK when you watch TV during the day or with lights on. But if you watch by blacking out the room, the blacks (at the top and bottom.band, if the video doesn't cover full screen) were appearing quite grey.

But the bigger issue was that there were light spots at the bottom. (Pictures attached). So I then played a full black video to check the screen and I could see multiple white patches throughout the screen. It's visible only when black plays though.

The sound quality was quite average. I have a slightly large room (15x20ft) and I had to play in 100% volume to get decent sound. There is cinema mode, in which sound comes even louder. But only the treble increases, not the bass, so I didn't like how it sounded in that mode. And switched back to standard mode at 100%.

I also noticed some motion blur. Not in some high speed video, but normal hand waving. But I was able to tinker with some settings and it improved. I reduced super resolution and also changed motion settings. I dont know which one made the difference, but it was tolerable after that.

Amazon was quick in their response and the brand technician visited the next day to check. He confirmed this is a panel defect, said that he will get the tv replaced in 2-3 days. But he went and filed a report saying that there is no issue with the TV. I kept waiting for the TV for 3-4 days. Then had to call amazon 2-3 times and finally they agreed to send one more technician. 10 days over, and now I was at the end of my patience level. These buggers confirmed appointment after 2 days and didnt turn up at the scheduled time of 10am. There was no response from anyone till 6pm, and finally after a few more calls, amazon agreed to take back the product and refund me. I was really worried if I will be stuck with a defective product after paying 66k. But relived that they are refunding it. Gotta thank amazon for that.

On second thought, i feel even if I get good quality of same TV, its not worth the price, given the sound quality and not so deep blacks. Hence opted for refund instead of exchange. Plus I feel there was no point in paying extra for a ""brand"" since their service was pathetic."
112,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 24 June 2024,3.0 out of 5 stars,Average TV overall,"1. Display is fine
2. WebOS is worst as the apps keep hanging or don’t launch sometimes
3. Installation took longer than expected as the latest version of web os takes time to update first time
4. TV is a little on the heavier side for this segment
5. Sound effects are ok
6. Remote keys are not buttery smooth"
113,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 13 July 2024,3.0 out of 5 stars,Picture,Picture quality not upto the mark. Little upset
114,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 3 July 2024,3.0 out of 5 stars,Not good,Very cheap picture quality of this segment don't buy
115,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 2 July 2024,3.0 out of 5 stars,Low audio voice,Got low audio voice
116,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 19 June 2024,3.0 out of 5 stars,"TV is good,.but remote is not as expected","TV picture is good, sound is good.But responds.slow and remote is not with good quality"
117,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 6 June 2024,3.0 out of 5 stars,Remote is very bad,I like TV but remote is very cheap. It does not have voice assistant button . It have built in Alexa but there is no voice assistant button in remote.
118,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 5 May 2024,3.0 out of 5 stars,Not a great purchase.,"While the picture quality and sound is great.
Lg's insistence on webOS is significantly disappointing.

Their store does not have a good selection of apps. Sideloading Android apps isnt possible and webOS UX leaves a lot to be desired.

Basically this limits what your tv is capable of today with Google or Apple Tv. This forces users to add on an additional device to compensate for the lack of features which is force limited by webOS and its ridiculous limited development roadmap.

Please improve this LG."
119,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 23 October 2023,3.0 out of 5 stars,product good for amazon delivery is worst,"amazon delivered this item within the mentioned timeline but they did not inform the installation person about the installation.

After delivery we waited 48 hrs for installation and no one contacted us. After 48 hrs I called LG services and booked installation but after 4-5 times contacted to LG by call and WhatsApp and after 48 hrs (totally after 5 days) only person was contacted for installation. Amanon did not mention this installation process while checking in flipkart same product they have mentioned this information clearly.

During these service center contacts, they had one person's number to contact but that person said I was not covering that area and asked me to contact another one person. Still, that second person never answered the call even calling more than 10 times.

The only good thing is after getting communication from that installation person he completed that entire process within one hour with politeness and needness. for him only this 3 star otherwise zero star only.

Worst service experience ever, recently purchased a Samsung TV and they contacted me and did installation within a single day very satisfying. This issue should be due to the amazon not due to LG. They should inform the LG service team about this process seems amazon not did this if i am not wrong.

Anyway i prepare Flipkart only for all the major purchases like mobile, laptops so many things but very first time went to amazon but very bad experience"
120,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 14 June 2024,3.0 out of 5 stars,Good,Good
121,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 18 April 2024,3.0 out of 5 stars,Display and sound,"I am writing this review after 2 days of usage. LED Display is not much good, and sound also not good. If you are looking for a TV for brand and budget take OLED. Deducted 1 star for. They need to provide more better speakers and display. I purchased this tv 28k after discount on credit card including charges. Better to go another product."
122,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 27 July 2024,2.0 out of 5 stars,Bina magic remote ke mat lo,"Bhai prime day me 25000 ka liya hai, saste ke chakkar me magic remote wala nahi liya aur ab bahot pachta raha hu, Bina voice remote ke smart tv bekar hai, picture quality to normal hi lagi, panel shayad va aa gaya hai aur dark scenes ko aur jyada dark dikha Raha hai, awaj theek hi hai par movies me action ka sound jyada aata hai aur characters ka bahot kam, app jo pre installed hai bas wo hi dekho , iske lg store me faltu ke app hai kaam ka koi nahi, upar se saala wifi auto sign nahi ho raha , har baar connect Karo phir password dalo, bhai meri mano to isko rehn do, lg samsung ka tab hi Lena jab 60-70 hajar ho , in base variant me kuch nahi rakha, Android TV lo apne budget ke hisab se , ja Raha hu kal isme d2h lagwane."
123,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 22 August 2024,2.0 out of 5 stars,Product is good but no installation provided yet,"Product is good at that price. Delivery was timely. However no installation was provided at the time of delivery as promised or even 5 days after the delivery. Contacted Amazon support several times but was of no use,they could not help about it. We had to get it installed locally."
124,LG 108 cm (43 inches) 4K Ultra HD Smart LED TV 43UR7500PSC (Dark Iron Gray),Reviewed in India on 13 May 2024,3.0 out of 5 stars,Remote is not good,Tv is good remote access is slow go for Magik remote
