,모델명,날짜,별점,제목,본문
72,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 2 September 2022,1.0 out of 5 stars,"Worst product, Worst customer experience, no good support even in warranty","I bought this refrigerator on Oct 2021. Luckily this product comes with 1 year warrenty. Within a year I have to request 5 time LG customer care to visit technician for multiple issues. Started with cooling issue, then water leakage issue and then temperature controlling issue. At earlier visit LG technician tried to skip the main issue instead suggested something such door close properly, door dont keep open for longer but later told sensar has issue and replaced that. After that he found issue in main motherboard and now changed that too. Not sure why product comes in market without proper testing. Even not sure is this because of online product. They sold some old model, damage piece. Within a year this much issues not sure how long I will be able to use this LG refrigerator. This could be my wrong decision to go with LG this time."
73,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 2 June 2022,3.0 out of 5 stars,Good Purchase,The refrigerator is good when compared to its features and in design lacks sturdyness. Rest other things are good
74,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 3 January 2023,3.0 out of 5 stars,BEST,Height is very less as compare to single door
75,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 29 January 2023,3.0 out of 5 stars,फ्रीज़ कि केबल डिलेवरी के समय damage निकली,
76,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 14 May 2023,1.0 out of 5 stars,🚫🚫🚫🚫Worst refrigerator ever -LG Double door fridge🚫🚫🚫🚫🚫,"⛔⛔Stay away from LG ⛔⛔
The freezer fan has malfunctioned twice within one year, and it had to be replaced both times. I suspect that LG has designed the refrigerator to stop working after the warranty period, so that they can charge high fees for servicing and replacement.
They are charging 500 for service charge and 3000 for freezer fan replacement, even after replace, freezer getting spoiled again after 3months. Worst refrigerator ever. Stay away from LG. Non popular brands refrigerators working fine than this LG ONES."
77,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 8 November 2022,3.0 out of 5 stars,There is a dent,Just ok
78,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 28 October 2023,1.0 out of 5 stars,Please Don't purchase,"Please requested don't purchase ,due to service issue because I have purchased LG 242 L Refrigerator under Festival season on 19 October and delivered 21 October However, installation service is very dull nor Amazon or LG supported regarding installation of refrigerator, value of money '0'. Service Rating -1 or anything not rating"
79,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 26 August 2023,2.0 out of 5 stars,Worst product,Bought on May 2023 now it is not working no cooling
80,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 3 May 2024,1.0 out of 5 stars,Very disappointed with the delivery,The edge is bend
81,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 12 December 2023,1.0 out of 5 stars,Product received is damaged dent at lower side,Product packaging was opened in product of LG technicians. Product was received damaged as shown in photos. Product was received on 11th December 2023. Opend by LG technicians they found product was damaged. Please arrange the pickup or delivery a new product
82,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 13 November 2023,1.0 out of 5 stars,This refregirator replace requet but not replace this item,This refregirator still not working but technician see then he told not working so replace this item and new give old pickup that replace time so this iten 5th replace but as on today not coming this refregirator and not up date this item as on today
83,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 9 June 2022,2.0 out of 5 stars,Don’t buy. Every year the convertible panel needs to be replaced,"The product seemed great and that’s why we purchased it. The services from Amazon were upto the mark. The problem is the convertible panel stopped working only in a month but since the warranty period was there it got replaced. After an year again, the panel has stopped working due to which freezer was not cooling. Please don’t buy it. U will have to incur expenses every year."
84,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 28 January 2023,3.0 out of 5 stars,It's better not bad,It's better not bad
85,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 30 May 2022,3.0 out of 5 stars,"Good, but can be better",Appearence is good. Easy movable. Some sort of water sound coming while closing door everytime.
86,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 11 August 2021,3.0 out of 5 stars,Unsatisfied,"Not satisfied with the product , it's not working according to its settings , tried all settings in this monsoon but my Vegetables get spoiled every time in 2 days."
87,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 19 May 2023,1.0 out of 5 stars,Cooling malfunction after 3 months of purchase,"I purchased on 30th Jan, 2023 and in May,2023 I registered my first complain that the fridge is not cooling as expected. Freezer was working fine but the fridge part was not cooling enough and even milk got spoilt. After registering the complain, LG sent the technician within 24hrs and he made changes in settings. After 1 day, the fridge started making loud noise and it stopped working. I am not happy with this product. my email id is varunwelcomes at gmail dot com"
88,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 15 March 2024,1.0 out of 5 stars,Worst,"I used it only 3months after that problem started with this product,"
89,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 19 October 2023,1.0 out of 5 stars,Received Damaged Product,I wjust observed that all the 4 corners of the 2 door's rubber torn inside. I missed to check in detail after receiving the product. LG customer care denied to take an action and shockingly Amazon customer care disconnecting the call and also kept long hold when I called them. It’s too bad experience with Amazon.
90,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 16 January 2024,1.0 out of 5 stars,Don't Buy,"15 month old refrigerator LG and cooling fan motor not working...
LG sarvice charge is 702 rupees and fan motor price is 1500 rupees very high charge..."
91,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 16 March 2024,1.0 out of 5 stars,Cold button complaint,Cold convertible not working properly
92,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 17 July 2021,3.0 out of 5 stars,The storage capacity is very low,Everything is good but the storage capacity is very low. There is very less difference in 193 ltr. 14000 rs. refrigerator and 260 ltr. 25000 refrigerator. Height is also less.
93,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 18 January 2024,1.0 out of 5 stars,Please don't buy this product,Due to discount on exchange fridge I bought this item. It's totally waste of money it's getting over cold and all vegetables and fruits getting damaged please don't buy
94,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 1 January 2022,2.0 out of 5 stars,Photos are different than product,"I ordered this and received damaged product from top side. Got replacement.
First thing photos showing it has door cooling vent + convertible.
But actual is not having door cooling vent. I did checked this model number on LG website and there also it shows door cooling but actual product doesn't have door cooling. Its not my fault i did all research before buying but its website and photos fault. Misleading!"
95,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 24 August 2023,1.0 out of 5 stars,Do not buy. Freezer fan unit stopped functioning within 2 years of purchase. Go for SAMSUNG.,"I bought it in Oct 2021 and within 2 years freezer stopped working. I have to pay around Rs 3300 for the part replacement and service. Failing part so soon is not expected from the branded company like LG.

My brother bought samsung refrigerator before me and it is working like charm without any issues.
GO for SAMSUNG products."
96,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 28 November 2023,1.0 out of 5 stars,Cheated,"Felt cheated, they send me a item which has body defects on its doors, scratches here and there which cannot be visible at first glance. They covered it cynningly by applying a plastic film. Amazon should be strict in its quality control policy."
97,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 10 November 2023,1.0 out of 5 stars,Demo not completed,The fridge are overall good and cooling are fast. I have book demo and installation but they installation people from LG are not coming for demo and installation. I have call many time but they not reply any msg and call.
98,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 20 February 2023,2.0 out of 5 stars,Faulty Piece,The piece was faulty and ice was not forming in the freezer. Ultimaterly i had to send to the service centre located 20kms away from my village costing me additional 1000 Rs. Very poor experience from the seller.
99,"LG 242 L 3 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-I292RPZX, Shiny Steel, Door Cooling+)",Reviewed in India on 25 October 2021,3.0 out of 5 stars,LG Refrigerator door cooling,The vegetables in the bottom tray get watered and don't remain fresh. Service takes more than 48 hours to address the issues.
